"ano","id_municipio_nome","sigla_uf","natureza_juridica","populacao_atendida_agua","populacao_atentida_esgoto","populacao_urbana","volume_agua_produzido","volume_agua_faturado","consumo_eletrico_sistemas_agua","consumo_eletrico_sistemas_esgoto","volume_esgoto_tratado","volume_esgoto_faturado","receita_operacional_direta","receita_operacional_direta_agua","receita_operacional_direta_esgoto","arrecadacao_total","despesa_energia","investimento_agua_prestador","investimento_esgoto_prestador","investimento_total_prestador","investimento_agua_municipio","investimento_esgoto_municipio","investimento_total_municipio","investimento_agua_estado","investimento_esgoto_estado","investimento_total_estado"
2018,"Cairu","BA","Sociedade de economia mista com administracao publica",NA,3790,9492,NA,NA,NA,295,232.51,218.2,5646595.46,NA,1395565.94,5756293.78,416899.1,NA,98193.52,1215444.17,NA,NA,NA,NA,0,0
2020,"Caravelas","BA","Sociedade de economia mista com administracao publica",NA,5510,11668,NA,NA,NA,69.82,187.79,223.59,4377183.12,NA,930177.75,4052497.71,166315.26,NA,135764.95,322640.63,NA,NA,NA,NA,NA,NA
2018,"Cruz das Almas","BA","Sociedade de economia mista com administracao publica",NA,21509,53515,NA,NA,NA,436,759.67,725.12,12352655.98,NA,2488324.65,12171630.21,882234.56,NA,517943.69,2634648.81,NA,NA,NA,NA,0,0
2018,"Ilhéus","BA","Sociedade de economia mista com administracao publica",NA,99635,138937,NA,NA,NA,1820,4495.41,4025.88,53510595.92,NA,15230176.28,49472499.37,2642627.3,NA,18484209.09,26791335.89,NA,NA,NA,NA,0,0
2019,"Riachão do Jacuípe","BA","Sociedade de economia mista com administracao publica",NA,610,20018,NA,NA,NA,0,19.86,22.19,5942115.04,NA,45005.9,5838200.93,473886.45,NA,0,17644.75,NA,NA,NA,NA,NA,NA
2017,"Ubaíra","BA","Sociedade de economia mista com administracao publica",NA,5447,9291,NA,NA,NA,47.33,205.9,195.92,1925305.81,NA,590148.44,1903767.68,93474.27,NA,0,0,NA,NA,NA,NA,0,0
2021,"Itapecuru Mirim","MA","Sociedade de economia mista com administracao publica",NA,3120,38644,NA,NA,NA,30.39,99.75,87.67,7720842.84,NA,302073.38,6447145.58,1307724.46,NA,406074.73,802794.12,NA,NA,NA,NA,NA,NA
2009,"Casa Nova","BA","Autarquia",NA,26405,34754,NA,NA,NA,897,695,695,2050517,NA,442465,2110482,394304,NA,0,26320,NA,NA,NA,NA,NA,NA
2011,"Cravolândia","BA","Sociedade de economia mista com administracao publica",NA,2789,3183,NA,NA,NA,35.23,82.85,107.58,401828,NA,145872,373225,184308,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,"Dias d'Ávila","BA","Sociedade de economia mista com administracao publica",NA,18934,53379,NA,NA,NA,109.3,976.7,856,4668732,NA,1188875,4097356,1129537,NA,0,0,NA,NA,NA,NA,NA,NA
2007,"Jiquiriçá","BA","Sociedade de economia mista com administracao publica",NA,2717,5204,NA,NA,NA,NA,93.83,112.21,479529.49,NA,141565.15,413282.5,211405.13,NA,0,0,NA,NA,NA,NA,NA,NA
2008,"Madre de Deus","BA","Sociedade de economia mista com administracao publica",NA,10325,15829,NA,NA,NA,253.7,388.98,447.83,2982048.22,NA,446419.01,3262055.65,196718.74,NA,0,0,NA,NA,NA,NA,NA,NA
2010,"Muritiba","BA","Sociedade de economia mista com administracao publica",NA,1046,18040,NA,NA,NA,NA,39.19,47.57,1753000,NA,39670,1916897,251292,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"Ruy Barbosa","BA","Sociedade de economia mista com administracao publica",NA,1246,21102,NA,NA,NA,NA,53.3,60.92,1236094.55,NA,64144.27,1305639.73,1081431.45,NA,0,0,NA,NA,NA,NA,NA,NA
2007,"Santa Rita de Cássia","BA","Autarquia",NA,2500,13510,NA,NA,NA,2.2,192,192,656147.25,NA,47931.47,744220.33,141050.72,NA,0,75299.28,NA,NA,NA,NA,NA,NA
2007,"Vitória da Conquista","BA","Sociedade de economia mista com administracao publica",NA,144128,264821,NA,NA,NA,2007,6247,7031.67,28005617,NA,9957438.4,30034485.01,3935553.38,NA,0,0,NA,NA,NA,NA,NA,NA
2008,"Bacabal","MA","Autarquia",NA,7272,75891,NA,NA,NA,35,387,348,4444966,NA,129700,4149175,1104646,NA,0,244602,NA,NA,NA,NA,NA,NA
2016,"Abaré","BA","Sociedade de economia mista com administracao publica",NA,6919,10550,NA,NA,NA,46.37,219.19,271.51,1976735.67,NA,602203.35,1648143.38,184875.76,NA,24167.94,65463.04,NA,NA,NA,NA,0,0
2013,"Abaré","BA","Sociedade de economia mista com administracao publica",NA,4993,10048,NA,NA,NA,31.11,95.15,129.92,895613,NA,230156.77,789975.08,57578.44,NA,0,22925.57,NA,NA,NA,NA,NA,NA
2015,"Barra do Choça","BA","Sociedade de economia mista com administracao publica",NA,481,22449,NA,NA,NA,1.58,19.63,21.4,3344896.29,NA,29206.07,2963245.88,463153.27,NA,150823.87,361608.95,NA,NA,NA,NA,0,0
2016,"Canápolis","BA","Sociedade de economia mista com administracao publica",NA,3518,3477,NA,NA,NA,22.2,110.51,147,1106059.86,NA,340072.23,1091139.98,95747.35,NA,172139.56,827173.77,NA,NA,NA,NA,0,388850.22
2015,"Candeias","BA","Sociedade de economia mista com administracao publica",NA,33015,81155,NA,NA,NA,699.82,1158.71,1398.22,72627337.58,NA,2286968.17,72880436.95,2220183.59,NA,8025045.97,14954783.85,NA,NA,NA,NA,5636987.68,5636987.68
2016,"Euclides da Cunha","BA","Sociedade de economia mista com administracao publica",NA,9011,30012,NA,NA,NA,1.29,327.12,415.37,9378169.33,NA,1079393.37,9192771.95,2659484.43,NA,57954.52,168937.83,NA,NA,NA,NA,0,0
2015,"Iguaí","BA","Sociedade de economia mista com administracao publica",NA,1889,15761,NA,NA,NA,2.66,55.82,79.17,2067842.85,NA,78590.1,2150264.19,144884.38,NA,4695.61,11258,NA,NA,NA,NA,0,0
2013,"Ipirá","BA","Sociedade de economia mista com administracao publica",NA,3263,30432,NA,NA,NA,8.62,26.64,78.01,5390040.25,NA,88925.03,5540448.64,689160.85,NA,0,53369.55,NA,NA,NA,NA,NA,NA
2016,"Mata de São João","BA","Sociedade de economia mista com administracao publica",NA,18197,34434,NA,NA,NA,631.83,1273.18,1684.01,22119832.15,NA,7342146.67,20250813.22,994347.38,NA,1020110.62,2892559.46,NA,NA,NA,NA,0,0
2015,"Palmeiras","BA","Sociedade de economia mista com administracao publica",NA,3216,5688,NA,NA,NA,1.56,106.89,139.47,879410.22,NA,283216.57,946413.77,93514.01,NA,21223.02,50883.42,NA,NA,NA,NA,0,0
2013,"Salvador","BA","Sociedade de economia mista com administracao publica",NA,2240539,2882892,NA,NA,NA,43231.2,128246.87,129264.47,889907540.7,NA,326991972.46,684990939.25,44451357.42,NA,42861338.33,76997157.55,NA,NA,NA,NA,NA,NA
2006,"Feira de Santana","BA","Sociedade de economia mista com administracao publica",NA,188913,480986,NA,NA,NA,2266,8185,7957,34517258.07,NA,9090108.96,33702588.25,5995892.76,NA,0,1892000,NA,NA,NA,NA,NA,NA
2004,"Porto Seguro","BA","Sociedade de economia mista com administracao publica",NA,68440,105676,NA,NA,NA,2682,2227.76,2226.01,5852980.14,NA,2234540.79,5945408.9,NA,NA,1434000,1475764,NA,NA,NA,NA,NA,NA
2006,"Serrinha","BA","Sociedade de economia mista com administracao publica",NA,1912,41712,NA,NA,NA,1,104,106,2738369.25,NA,50117.32,2826125.36,3060754.68,NA,0,82000,NA,NA,NA,NA,NA,NA
2004,"Sobradinho","BA","Empresa publica",NA,15117,19665,NA,NA,NA,11,0,891.2,622028.2,NA,90627.9,628028.2,212261.83,NA,0,15195.4,NA,NA,NA,NA,NA,NA
2005,"Bacabal","MA","Autarquia",NA,4619,74743,NA,NA,NA,72,0,338,3178360.94,NA,82547.44,3371553.14,966694.78,NA,0,186684.18,NA,NA,NA,NA,NA,NA
2006,"Teresina","PI","Sociedade de economia mista com administracao publica",NA,118818,759494,NA,NA,NA,4076,5040,7773,75689315.74,NA,9248649.53,65134926.54,14605703.81,NA,245044.09,5197996.48,NA,NA,NA,NA,NA,NA
2001,"Barreiras","BA","Sociedade de economia mista com administracao publica",NA,10372,102634,NA,NA,NA,NA,316.39,287.89,5123803,NA,145360,5399249.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,"Salvador","BA","Sociedade de economia mista com administracao publica",NA,763295,2272033,NA,NA,NA,NA,106183.8,48550.6,NA,NA,28619936.82,154163324.92,6737832.24,NA,53104842,NA,NA,NA,NA,NA,NA,NA
2017,"Cairu","BA","Sociedade de economia mista com administracao publica",NA,3822,9657,NA,NA,NA,320.92,213.65,217.06,4748737.96,NA,961899.34,4756895.36,348114.18,NA,282039.5,1522250.97,NA,NA,NA,NA,0,0
2020,"Ipirá","BA","Sociedade de economia mista com administracao publica",NA,10490,29054,NA,NA,NA,79.75,245.78,294.85,10448196.98,NA,948709.55,10043993.33,1403838.23,NA,3550625.21,5121047.8,NA,NA,NA,NA,NA,NA
2018,"Jequié","BA","Sociedade de economia mista com administracao publica",NA,137429,143010,NA,NA,NA,1728,5927.17,5444.64,56439979.91,NA,23367543.79,53885098.5,1273693.32,NA,2060590.89,4565105.53,NA,NA,NA,NA,0,0
2020,"Santo Amaro","BA","Sociedade de economia mista com administracao publica",NA,26130,46571,NA,NA,NA,557.95,833.94,950.63,12777099.52,NA,3466829.54,12846520.89,425885.34,NA,1071874.37,2697068.92,NA,NA,NA,NA,NA,NA
2019,"São Francisco do Conde","BA","Sociedade de economia mista com administracao publica",NA,14707,32855,NA,NA,NA,303.76,549,530.76,10944538.59,NA,2257725.57,10071510.41,654081.33,NA,56551.99,56551.99,NA,NA,NA,NA,NA,NA
2017,"São Francisco do Conde","BA","Sociedade de economia mista com administracao publica",NA,14027,33200,NA,NA,NA,545.19,585.1,526.22,9723355.88,NA,1874435.88,8575863.24,645257.39,NA,0,59567.22,NA,NA,NA,NA,0,0
2018,"São Gonçalo dos Campos","BA","Sociedade de economia mista com administracao publica",NA,2742,18417,NA,NA,NA,0,74.73,73.33,5205913.89,NA,144777.91,5150523.95,396295,NA,0,0,NA,NA,NA,NA,0,0
2018,"Várzea Nova","BA","Sociedade de economia mista com administracao publica",NA,9183,8356,NA,NA,NA,12,258.98,291.43,2547490.66,NA,985496.78,2359519.32,146418.73,NA,0,66971.7,NA,NA,NA,NA,0,0
2011,"Camamu","BA","Sociedade de economia mista com administracao publica",NA,1473,15660,NA,NA,NA,6.51,35.78,42.35,1663219,NA,22463,1694697,116698,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Mucuri","BA","Sociedade de economia mista com administracao publica",NA,7531,27492,NA,NA,NA,NA,382.26,316.21,1781412,NA,237429,2203895,91402,NA,175000,NA,NA,NA,NA,NA,NA,NA
2008,"Paulo Afonso","BA","Sociedade de economia mista com administracao publica",NA,4037,90742,NA,NA,NA,24.37,272.39,289.79,9969227.67,NA,449790.79,10150727.51,538469.52,NA,380000,380000,NA,NA,NA,NA,NA,NA
2011,"Riachão do Jacuípe","BA","Sociedade de economia mista com administracao publica",NA,665,19890,NA,NA,NA,0,21.66,27.52,2451529,NA,21577,2624983,119815,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Rio de Contas","BA","Sociedade de economia mista com administracao publica",NA,2268,6309,NA,NA,NA,15.52,35.4,40.05,629556,NA,66844,647938,66202,NA,684000,NA,NA,NA,NA,NA,NA,NA
2016,"Camamu","BA","Sociedade de economia mista com administracao publica",NA,1797,16223,NA,NA,NA,10.09,54.31,71.54,2990635.49,NA,77264.03,2885581.49,141009.32,NA,4422.93,24536.18,NA,NA,NA,NA,0,0
2014,"Campo Formoso","BA","Sociedade de economia mista com administracao publica",NA,1712,26835,NA,NA,NA,17.54,33.38,60.17,3251649.75,NA,58698.67,3273148.64,169078.86,NA,3963.03,2091158.63,NA,NA,NA,NA,NA,NA
2015,"Castro Alves","BA","Sociedade de economia mista com administracao publica",NA,657,16845,NA,NA,NA,0.19,18.39,26.55,2730407.41,NA,23902.82,2858836.47,320992.99,NA,313859.49,840978.4,NA,NA,NA,NA,0,641657.02
2015,"Chorrochó","BA","Sociedade de economia mista com administracao publica",NA,2739,2824,NA,NA,NA,0.26,85.14,102.38,1039442.68,NA,122659,1024733.81,88445.65,NA,20189.67,48405.9,NA,NA,NA,NA,0,0
2014,"Conceição do Coité","BA","Sociedade de economia mista com administracao publica",NA,1534,39559,NA,NA,NA,37.67,50.59,60.6,5870350.5,NA,64326.05,6071686.02,1643944.31,NA,36251.42,393286.76,NA,NA,NA,NA,NA,NA
2014,"Iguaí","BA","Sociedade de economia mista com administracao publica",NA,1964,15714,NA,NA,NA,2.69,56.03,79.63,1947610.09,NA,76380.91,2024661.45,136963.46,NA,4707.46,62171.29,NA,NA,NA,NA,NA,NA
2016,"Itiúba","BA","Sociedade de economia mista com administracao publica",NA,533,10072,NA,NA,NA,0.08,16.48,19.83,2100213.38,NA,15874.77,2088635.56,289486.47,NA,636.23,13681.33,NA,NA,NA,NA,0,0
2014,"Jequié","BA","Sociedade de economia mista com administracao publica",NA,142037,147921,NA,NA,NA,1838.12,5461.66,6684.21,40925865.66,NA,16109999.96,41949107.38,872571.02,NA,2288396.36,3770946.46,NA,NA,NA,NA,NA,NA
2016,"Mirangaba","BA","Sociedade de economia mista com administracao publica",NA,2037,8997,NA,NA,NA,NA,6.2,7.38,588884.33,NA,16918,434781.58,123623.13,NA,52994.87,444568.41,NA,NA,NA,NA,0,259415.98
2015,"Mucuri","BA","Sociedade de economia mista com administracao publica",NA,10600,31340,NA,NA,NA,67.63,557.25,458.54,3664308.56,NA,771750.43,3720796.79,141858.26,NA,203174.8,499465.94,NA,NA,NA,NA,89506.49,89506.49
2013,"Riachão do Jacuípe","BA","Sociedade de economia mista com administracao publica",NA,643,21096,NA,NA,NA,NA,21.54,28.11,3454884.65,NA,29301.39,3340520.76,83827.62,NA,0,137690.04,NA,NA,NA,NA,NA,NA
2012,"Ruy Barbosa","BA","Sociedade de economia mista com administracao publica",NA,1530,22184,NA,NA,NA,NA,71.35,83.99,2765832.89,NA,198786.88,2794693.48,636535.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Salvador","BA","Sociedade de economia mista com administracao publica",NA,2241514,2710225,NA,NA,NA,43189.77,171777.11,126932.21,820066847.6,NA,288415289.5,719305897.55,21246287.69,NA,62540000,76265000,NA,NA,NA,NA,NA,NA
2012,"Santo Antônio de Jesus","BA","Sociedade de economia mista com administracao publica",NA,8023,81122,NA,NA,NA,19.98,248.92,307.93,12242981.84,NA,322755.78,12823512.21,73480.93,NA,42000,NA,NA,NA,NA,NA,NA,NA
2015,"São Francisco do Conde","BA","Sociedade de economia mista com administracao publica",NA,14044,32464,NA,NA,NA,299.45,594.93,419.54,7963813,NA,1314609.3,7903825,927800.84,NA,1735952.23,2263289.46,NA,NA,NA,NA,0,0
2012,"São Francisco do Conde","BA","Sociedade de economia mista com administracao publica",NA,10861,28252,NA,NA,NA,151.51,452.13,450.24,6728470.64,NA,740665.04,6982923.89,131408.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Ubaíra","BA","Sociedade de economia mista com administracao publica",NA,5491,9253,NA,NA,NA,54.76,204.47,216.79,1059703.66,NA,298664.14,1083788.56,110954.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Casa Nova","BA","Autarquia",NA,19075,30470,NA,NA,NA,836,431.3,431.3,1288242.61,NA,267413.18,1610292.16,500005.64,NA,34522.09,132553.06,NA,NA,NA,NA,NA,NA
2005,"Picos","PI","Sociedade de economia mista com administracao publica",NA,2573,54106,NA,NA,NA,0,0,88,4290757.56,NA,51935.96,4177428.14,1612531.12,NA,0,739488.3,NA,NA,NA,NA,NA,NA
2019,"Brumado","BA","Sociedade de economia mista com administracao publica",NA,5064,46942,NA,NA,NA,31.62,157.45,176.6,15684599.42,NA,368977.73,15433222.98,1428488.52,NA,286888.39,1914536.82,NA,NA,NA,NA,NA,NA
2017,"Cachoeira","BA","Sociedade de economia mista com administracao publica",NA,15450,17980,NA,NA,NA,1119.27,603.28,646.85,6120445.1,NA,2139220.19,5794933.53,348434.53,NA,13233.39,188344.01,NA,NA,NA,NA,0,0
2017,"São Sebastião do Passé","BA","Sociedade de economia mista com administracao publica",NA,2656,35998,NA,NA,NA,0,69.29,89.02,5230316.07,NA,83624.85,5112276.87,978614.23,NA,0,0,NA,NA,NA,NA,0,0
2018,"Teixeira de Freitas","BA","Sociedade de economia mista com administracao publica",NA,66972,148048,NA,NA,NA,519,2873.41,2323.1,32396384.61,NA,8784313.28,32436100.79,1610690.13,NA,2610446.04,2983495.58,NA,NA,NA,NA,0,0
2018,"Vera Cruz","BA","Sociedade de economia mista com administracao publica",NA,12365,40065,NA,NA,NA,398,430.52,377.08,17599925.4,NA,1583402.44,16013600.87,2302239.72,NA,811230.75,1063209.72,NA,NA,NA,NA,0,0
2008,"Candeias","BA","Sociedade de economia mista com administracao publica",NA,16200,74115,NA,NA,NA,56.97,633.7,686.38,21805801.84,NA,475770.02,21197039.69,827909.33,NA,784000,784000,NA,NA,NA,NA,NA,NA
2010,"Feira de Santana","BA","Sociedade de economia mista com administracao publica",NA,208075,510635,NA,NA,NA,2829,9817.1,9868.95,62233290,NA,17744510,63404397,7067028,NA,12569000,NA,NA,NA,NA,NA,NA,NA
2011,"Ipirá","BA","Sociedade de economia mista com administracao publica",NA,1509,28924,NA,NA,NA,0,44.73,56.59,3764109,NA,41550,4198052,757719,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Rio de Contas","BA","Sociedade de economia mista com administracao publica",NA,3486,6280,NA,NA,NA,16.76,110.72,127.51,878003,NA,215200,835092,64243,NA,0,270000,NA,NA,NA,NA,NA,NA
2014,"Barreiras","BA","Sociedade de economia mista com administracao publica",NA,32012,137050,NA,NA,NA,129.52,1149.63,1352.69,32334336.93,NA,3433790.82,30571713.1,1080363.73,NA,15271333.57,18293707.07,NA,NA,NA,NA,NA,NA
2012,"Belmonte","BA","Sociedade de economia mista com administracao publica",NA,12451,11561,NA,NA,NA,130.95,513.09,494.41,2297604.12,NA,773541.2,2139864.54,167989.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Canápolis","BA","Sociedade de economia mista com administracao publica",NA,3502,3476,NA,NA,NA,0,112.85,148.32,979727.98,NA,314440.89,1006309.88,69581.36,NA,193933.71,461026.04,NA,NA,NA,NA,0,601146.45
2016,"Itaju do Colônia","BA","Sociedade de economia mista com administracao publica",NA,3669,5840,NA,NA,NA,51.86,138.98,161.13,966740.61,NA,332087.42,887947.68,44274.93,NA,296.81,13359.85,NA,NA,NA,NA,0,0
2016,"Itaparica","BA","Sociedade de economia mista com administracao publica",NA,11954,22744,NA,NA,NA,289.06,475.04,578.13,5383483.71,NA,1518082.01,5565063.04,632090.98,NA,174813.59,731327.03,NA,NA,NA,NA,0,0
2014,"Morro do Chapéu","BA","Sociedade de economia mista com administracao publica",NA,12385,21118,NA,NA,NA,0,350.34,469.09,3422427.46,NA,990974.84,3407624.85,151962.36,NA,777921.36,1036538.61,NA,NA,NA,NA,NA,NA
2012,"Santa Brígida","BA","Sociedade de economia mista com administracao publica",NA,1440,5476,NA,NA,NA,NA,NA,9.03,900980.64,NA,15391.64,916290.53,136153.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Camaçari","BA","Sociedade de economia mista com administracao publica",NA,18044,154402,NA,NA,NA,NA,637.45,703.15,NA,NA,180105,6633170.1,605947.81,NA,0,NA,NA,NA,NA,NA,NA,NA
2001,"Juazeiro","BA","Autarquia",NA,98695,137172,NA,NA,NA,NA,4986.39,2727.6,5811852.48,NA,1391788.69,5988981.15,754534.22,NA,185918.17,762529.59,NA,NA,NA,NA,NA,NA
2018,"Cachoeira","BA","Sociedade de economia mista com administracao publica",NA,15386,17326,NA,NA,NA,197,614.77,549.86,6407271.75,NA,2239670.74,6187951.86,355415.67,NA,96379.99,1663235.8,NA,NA,NA,NA,0,0
2019,"Castro Alves","BA","Sociedade de economia mista com administracao publica",NA,663,16214,NA,NA,NA,0,18.24,21.13,4084839.58,NA,36319.66,4146378.12,570103.35,NA,0,18460.34,NA,NA,NA,NA,NA,NA
2017,"Ibotirama","BA","Sociedade de economia mista com administracao publica",NA,17700,21371,NA,NA,NA,94.14,610.25,757.62,6683950.13,NA,2523003.16,6225352.63,158196.84,NA,289503.23,332431.97,NA,NA,NA,NA,0,0
2019,"Itagibá","BA","Sociedade de economia mista com administracao publica",NA,3504,9185,NA,NA,NA,16.35,97.04,110.51,2560082.85,NA,416097.71,2618868.17,122805.83,NA,0,58781.28,NA,NA,NA,NA,NA,NA
2019,"Itaparica","BA","Sociedade de economia mista com administracao publica",NA,11894,22228,NA,NA,NA,351.86,389.07,441.42,6953355.77,NA,1900203.87,7459761.69,704475.91,NA,2043926.46,3864597.4,NA,NA,NA,NA,NA,NA
2020,"Jaguarari","BA","Sociedade de economia mista com administracao publica",NA,9282,18475,NA,NA,NA,363.37,357.49,416.49,5738513.6,NA,1040416.06,5716984.7,678700.19,NA,646957.23,920533.87,NA,NA,NA,NA,NA,NA
2019,"Jaguarari","BA","Sociedade de economia mista com administracao publica",NA,9732,18379,NA,NA,NA,396.41,332.4,386.96,5287117.01,NA,920885.45,5255381.06,663559.48,NA,101953.92,129748.67,NA,NA,NA,NA,NA,NA
2019,"Muquém de São Francisco","BA","Sociedade de economia mista com administracao publica",NA,1330,1417,NA,NA,NA,8.77,38.64,46.08,1218374.48,NA,175518.94,1058997,178770.69,NA,6108.8,84359.25,NA,NA,NA,NA,NA,NA
2018,"Nova Viçosa","BA","Sociedade de economia mista com administracao publica",NA,1694,37347,NA,NA,NA,24,91.51,55.57,4973928.64,NA,84553.07,4911522.32,354969.02,NA,0,106025.36,NA,NA,NA,NA,0,0
2019,"Una","BA","Sociedade de economia mista com administracao publica",NA,2125,11846,NA,NA,NA,80.02,79.72,77.32,2857983.78,NA,205561.85,2816600.14,133895.63,NA,0,0,NA,NA,NA,NA,NA,NA
2011,"Barreiras","BA","Sociedade de economia mista com administracao publica",NA,12208,125414,NA,NA,NA,55.67,437.17,515,19696606,NA,725704,20268988,1007451,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"Casa Nova","BA","Autarquia",NA,23640,32745,NA,NA,NA,881.56,880.65,880.65,1760892.01,NA,388170.5,1924174.38,269473.32,NA,40575.41,99625.41,NA,NA,NA,NA,NA,NA
2011,"Eunápolis","BA","Sociedade de economia mista com administracao publica",NA,7295,94565,NA,NA,NA,10.48,126.72,152.31,9849708,NA,104105,9786614,950451,NA,1903000,2966000,NA,NA,NA,NA,NA,NA
2007,"Mata de São João","BA","Sociedade de economia mista com administracao publica",NA,5207,26996,NA,NA,NA,1229,673.6,765.85,6063502.75,NA,1882523.83,5653700.76,1238977.02,NA,0,261000,NA,NA,NA,NA,NA,NA
2010,"Riachão do Jacuípe","BA","Sociedade de economia mista com administracao publica",NA,663,19860,NA,NA,NA,NA,23.74,27.55,2143791,NA,19102,2441045,154936,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Vera Cruz","BA","Sociedade de economia mista com administracao publica",NA,7249,35244,NA,NA,NA,148.64,329.9,362.34,6732584,NA,582138,7630999,1171478,NA,7095000,NA,NA,NA,NA,NA,NA,NA
2016,"Araci","BA","Sociedade de economia mista com administracao publica",NA,1005,21153,NA,NA,NA,0.69,21.69,36.48,3587814.77,NA,21393.4,3591610.73,513986.25,NA,189422.51,284710.66,NA,NA,NA,NA,0,0
2015,"Camacan","BA","Sociedade de economia mista com administracao publica",NA,8938,26038,NA,NA,NA,53.12,296.79,395.52,3952901.86,NA,795445.04,3806827.26,107786.1,NA,45167.92,108292.7,NA,NA,NA,NA,0,0
2013,"Jaguaquara","BA","Sociedade de economia mista com administracao publica",NA,12666,41813,NA,NA,NA,22.39,346.67,438,5328956.97,NA,785988.31,5457425.38,562744.12,NA,456692.02,600382.6,NA,NA,NA,NA,NA,NA
2012,"Jiquiriçá","BA","Sociedade de economia mista com administracao publica",NA,4057,5572,NA,NA,NA,73.09,121.19,155.65,880255.25,NA,286303.53,895699.35,290437.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Lençóis","BA","Sociedade de economia mista com administracao publica",NA,5072,8872,NA,NA,NA,3.95,217.8,268.27,2275474.93,NA,789908.02,2381347.66,49052.69,NA,45295.56,108598.72,NA,NA,NA,NA,0,0
2015,"Miguel Calmon","BA","Sociedade de economia mista com administracao publica",NA,4682,16710,NA,NA,NA,59.39,126.58,170.08,3005936.59,NA,288804.42,3138451.52,298566.04,NA,13195.17,31636.18,NA,NA,NA,NA,0,0
2015,"Muritiba","BA","Sociedade de economia mista com administracao publica",NA,8912,19191,NA,NA,NA,90.61,267.4,356.44,3738489.42,NA,745063.3,3758412.16,454516.59,NA,1144191.68,2189329.17,NA,NA,NA,NA,0,117778.55
2013,"Palmeiras","BA","Sociedade de economia mista com administracao publica",NA,3123,5683,NA,NA,NA,10.5,101.2,126.29,752532.84,NA,231879.39,758188.61,71975.86,NA,0,70024.56,NA,NA,NA,NA,NA,NA
2016,"Santa Inês","BA","Sociedade de economia mista com administracao publica",NA,6387,10254,NA,NA,NA,72.32,218.25,290.21,2086719.5,NA,587978.72,2016169.74,35537.84,NA,56859.36,365927.77,NA,NA,NA,NA,0,0
2015,"Santa Inês","BA","Sociedade de economia mista com administracao publica",NA,6050,10261,NA,NA,NA,56.95,202.24,278.92,1923443,NA,520332.28,1994875.57,31713.02,NA,5072.86,129264.35,NA,NA,NA,NA,0,0
2013,"Tucano","BA","Sociedade de economia mista com administracao publica",NA,10539,23426,NA,NA,NA,75.65,336.26,457.47,3860180.65,NA,918287.84,3643075.68,193133.65,NA,0,65048.15,NA,NA,NA,NA,NA,NA
2012,"Uruçuca","BA","Sociedade de economia mista com administracao publica",NA,659,15624,NA,NA,NA,1.53,NA,23.28,1864565.15,NA,31112.45,1920048.56,53157.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Vitória da Conquista","BA","Sociedade de economia mista com administracao publica",NA,289166,309838,NA,NA,NA,3398.8,9599.04,12813.03,83025253.94,NA,33683548.6,81229070.04,7830568.43,NA,1871856.89,5293369.12,NA,NA,NA,NA,0,55036.73
2006,"Entre Rios","BA","Sociedade de economia mista com administracao publica",NA,1372,27446,NA,NA,NA,34,65,57,1755249.65,NA,76141.76,1666328.82,261534.31,NA,763000,763000,NA,NA,NA,NA,NA,NA
2004,"Irecê","BA","Sociedade de economia mista com administracao publica",NA,3212,56242,NA,NA,NA,0,77.52,97.12,3349483.23,NA,37715.84,3368297.35,NA,NA,0,0,NA,NA,NA,NA,NA,NA
2006,"Madre de Deus","BA","Sociedade de economia mista com administracao publica",NA,6876,13624,NA,NA,NA,210,229,260,2255581.09,NA,265740.13,2296890.15,169632.32,NA,0,0,NA,NA,NA,NA,NA,NA
2005,"Mata de São João","BA","Sociedade de economia mista com administracao publica",NA,5565,25946,NA,NA,NA,135,573.6,642.2,4647720.08,NA,1526490.2,4361262.05,365751.15,NA,0,428000,NA,NA,NA,NA,NA,NA
2006,"Remanso","BA","Autarquia",NA,25900,21816,NA,NA,NA,65,1065.12,1065.12,2058897.45,NA,452934,2058927.45,319893.72,NA,13953.1,59106.49,NA,NA,NA,NA,NA,NA
2002,"Vitória da Conquista","BA","Sociedade de economia mista com administracao publica",NA,101253,232307,NA,NA,NA,NA,4324.8,4780,12545083.95,NA,3958958.95,13080458.48,NA,NA,732024,NA,NA,NA,NA,NA,NA,NA
